ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,Reached.on.Time_Y.N,Mode_of_Shipment_encoded,Customer_rating_category,Prior_purchases_category,Gender_encoded,Interaction_CustomerRating_Discount,Interaction_CustomerCalls_Rating,Shipping_speed,Total_interactions,Expected_delivery_time,CustomerCare_vs_ExpectedTime,ProductImportance_avg_delivery,ShippingMode_avg_delivery,Interaction_Weight_Discount,Customer_rating_and_delivery_time,Product_importance_and_delivery_time,High_product_importance_and_high_rating,Weight_category,Discount_category,Product_Value,Customer_Loyalty,Customer_Satisfaction_Score,Delivery_Time_per_Weight
130,B,Road,4,5,224,4,medium,M,21,2026,1,3,High,Low,1,105,20,506.5,8,6,-2,0.5904501472444258,0.5880681818181818,42546,5,medium,0,Medium,Medium,453824,Regular,3.0,337.6666666666667
131,C,Road,3,5,179,2,low,F,17,1364,1,3,High,Very Low,0,85,15,454.6666666666667,5,6,-3,0.5927883707759108,0.5880681818181818,23188,5,low,0,Light,Medium,244156,New,3.0,227.33333333333334
132,F,Road,3,4,144,3,low,M,50,1865,1,3,Standard,Low,1,200,12,621.6666666666666,6,6,-3,0.5927883707759108,0.5880681818181818,93250,4,low,0,Light,High,268560,Regular,2.5,310.8333333333333
133,D,Flight,5,2,247,3,low,M,17,3889,1,2,Low,Low,1,34,10,777.8,8,2,3,0.5927883707759108,0.6015756893640968,66113,2,low,0,Medium,Medium,960583,Regular,1.5,1944.5
134,F,Flight,5,4,280,6,medium,F,51,3582,1,2,Standard,Medium,0,204,20,716.4,11,2,3,0.5904501472444258,0.6015756893640968,182682,4,medium,0,Medium,High,1002960,Frequent,2.5,1791.0
135,A,Flight,3,3,168,2,medium,F,1,1829,1,2,Average,Very Low,0,3,9,609.6666666666666,5,2,1,0.5904501472444258,0.6015756893640968,1829,3,medium,0,Light,Low,307272,New,2.0,914.5
136,B,Flight,3,5,157,3,medium,F,4,1889,1,2,High,Low,0,20,15,629.6666666666666,6,2,1,0.5904501472444258,0.6015756893640968,7556,5,medium,0,Light,Low,296573,Regular,3.0,944.5
137,C,Flight,3,3,189,4,medium,F,51,2208,1,2,Average,Low,0,153,9,736.0,7,2,1,0.5904501472444258,0.6015756893640968,112608,3,medium,0,Medium,High,417312,Regular,2.0,1104.0
138,F,Flight,3,5,162,2,medium,M,7,1739,1,2,High,Very Low,1,35,15,579.6666666666666,5,2,1,0.5904501472444258,0.6015756893640968,12173,5,medium,0,Light,Low,281718,New,3.0,869.5
139,D,Flight,4,1,207,5,low,M,48,2399,1,2,VeryLow,Low,1,48,4,599.75,9,2,2,0.5927883707759108,0.6015756893640968,115152,1,low,0,Medium,High,496593,Regular,1.0,1199.5
140,F,Flight,5,1,237,2,low,F,10,3860,1,2,VeryLow,Very Low,0,10,5,772.0,7,2,3,0.5927883707759108,0.6015756893640968,38600,1,low,0,Medium,Low,914820,New,1.0,1930.0
141,A,Flight,4,4,264,3,high,M,59,2020,1,2,Standard,Low,1,236,16,505.0,7,2,2,0.6497890295358649,0.6015756893640968,119180,4,high,0,Medium,High,533280,Regular,2.5,1010.0
142,B,Flight,5,4,149,3,low,M,51,1645,1,2,Standard,Low,1,204,20,329.0,8,2,3,0.5927883707759108,0.6015756893640968,83895,4,low,0,Light,High,245105,Regular,2.5,822.5
143,C,Flight,5,5,162,3,low,M,41,1462,1,2,High,Low,1,205,25,292.4,8,2,3,0.5927883707759108,0.6015756893640968,59942,5,low,0,Light,High,236844,Regular,3.0,731.0
144,F,Flight,2,1,205,4,medium,F,63,2156,1,2,VeryLow,Low,0,63,2,1078.0,6,2,0,0.5904501472444258,0.6015756893640968,135828,1,medium,0,Medium,High,441980,Regular,1.0,1078.0
145,D,Flight,2,1,158,3,medium,F,51,1540,1,2,VeryLow,Low,0,51,2,770.0,5,2,0,0.5904501472444258,0.6015756893640968,78540,1,medium,0,Light,High,243320,Regular,1.0,770.0
146,F,Flight,2,2,248,2,low,M,46,3707,1,2,Low,Very Low,1,92,4,1853.5,4,2,0,0.5927883707759108,0.6015756893640968,170522,2,low,0,Medium,High,919336,New,1.5,1853.5
147,A,Flight,3,5,191,3,low,M,23,3750,1,2,High,Low,1,115,15,1250.0,6,2,1,0.5927883707759108,0.6015756893640968,86250,5,low,0,Medium,Medium,716250,Regular,3.0,1875.0
148,B,Flight,4,3,146,4,medium,F,24,1844,1,2,Average,Low,0,72,12,461.0,8,2,2,0.5904501472444258,0.6015756893640968,44256,3,medium,0,Light,Medium,269224,Regular,2.0,922.0
149,C,Flight,3,3,135,3,low,M,56,1490,1,2,Average,Low,1,168,9,496.6666666666667,6,2,1,0.5927883707759108,0.6015756893640968,83440,3,low,0,Light,High,201150,Regular,2.0,745.0
150,F,Flight,5,1,149,3,low,M,40,1062,1,2,VeryLow,Low,1,40,5,212.4,8,2,3,0.5927883707759108,0.6015756893640968,42480,1,low,0,Light,High,158238,Regular,1.0,531.0
151,D,Flight,4,4,220,2,medium,F,7,2551,1,2,Standard,Very Low,0,28,16,637.75,6,2,2,0.5904501472444258,0.6015756893640968,17857,4,medium,0,Medium,Low,561220,New,2.5,1275.5
152,F,Flight,5,3,98,5,medium,M,44,1269,1,2,Average,Low,1,132,15,253.8,10,2,3,0.5904501472444258,0.6015756893640968,55836,3,medium,0,Light,High,124362,Regular,2.0,634.5
153,A,Flight,3,4,97,4,low,M,32,1238,1,2,Standard,Low,1,128,12,412.6666666666667,7,2,1,0.5927883707759108,0.6015756893640968,39616,4,low,0,Light,High,120086,Regular,2.5,619.0
154,B,Flight,3,3,183,2,low,M,53,3932,1,2,Average,Very Low,1,159,9,1310.6666666666667,5,2,1,0.5927883707759108,0.6015756893640968,208396,3,low,0,Medium,High,719556,New,2.0,1966.0
155,C,Ship,3,3,162,3,medium,F,8,1869,1,1,Average,Low,0,24,9,623.0,6,4,-1,0.5904501472444258,0.5975609756097561,14952,3,medium,0,Light,Low,302778,Regular,2.0,467.25
156,F,Ship,5,1,114,4,low,F,47,1443,1,1,VeryLow,Low,0,47,5,288.6,9,4,1,0.5927883707759108,0.5975609756097561,67821,1,low,0,Light,High,164502,Regular,1.0,360.75
157,D,Ship,6,3,275,5,low,M,41,2491,1,1,Average,Low,1,123,18,415.1666666666667,11,4,2,0.5927883707759108,0.5975609756097561,102131,3,low,0,Medium,High,685025,Regular,2.0,622.75
158,F,Ship,3,2,203,2,medium,F,39,3845,1,1,Low,Very Low,0,78,6,1281.6666666666667,5,4,-1,0.5904501472444258,0.5975609756097561,149955,2,medium,0,Medium,High,780535,New,1.5,961.25
159,A,Ship,5,5,205,2,high,M,65,3671,1,1,High,Very Low,1,325,25,734.2,7,4,1,0.6497890295358649,0.5975609756097561,238615,5,high,1,Medium,High,752555,New,3.0,917.75
160,B,Ship,3,3,149,3,low,F,63,1946,1,1,Average,Low,0,189,9,648.6666666666666,6,4,-1,0.5927883707759108,0.5975609756097561,122598,3,low,0,Light,High,289954,Regular,2.0,486.5
161,C,Ship,2,2,112,4,medium,M,56,1138,1,1,Low,Low,1,112,4,569.0,6,4,-2,0.5904501472444258,0.5975609756097561,63728,2,medium,0,Light,High,127456,Regular,1.5,284.5
162,F,Ship,3,1,207,3,medium,F,56,3482,1,1,VeryLow,Low,0,56,3,1160.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,194992,1,medium,0,Medium,High,720774,Regular,1.0,870.5
163,D,Ship,4,1,261,4,low,F,58,3427,1,1,VeryLow,Low,0,58,4,856.75,8,4,0,0.5927883707759108,0.5975609756097561,198766,1,low,0,Medium,High,894447,Regular,1.0,856.75
164,F,Ship,5,2,274,3,medium,M,6,3375,1,1,Low,Low,1,12,10,675.0,8,4,1,0.5904501472444258,0.5975609756097561,20250,2,medium,0,Medium,Low,924750,Regular,1.5,843.75
165,A,Ship,3,5,141,2,low,M,52,1692,1,1,High,Very Low,1,260,15,564.0,5,4,-1,0.5927883707759108,0.5975609756097561,87984,5,low,0,Light,High,238572,New,3.0,423.0
166,B,Ship,3,3,166,4,medium,F,17,1498,1,1,Average,Low,0,51,9,499.3333333333333,7,4,-1,0.5904501472444258,0.5975609756097561,25466,3,medium,0,Light,Medium,248668,Regular,2.0,374.5
167,C,Ship,5,2,141,3,high,F,34,1020,1,1,Low,Low,0,68,10,204.0,8,4,1,0.6497890295358649,0.5975609756097561,34680,2,high,0,Light,High,143820,Regular,1.5,255.0
168,F,Ship,4,5,152,3,low,M,43,1709,1,1,High,Low,1,215,20,427.25,7,4,0,0.5927883707759108,0.5975609756097561,73487,5,low,0,Light,High,259768,Regular,3.0,427.25
169,D,Ship,4,2,250,3,low,F,53,2478,1,1,Low,Low,0,106,8,619.5,7,4,0,0.5927883707759108,0.5975609756097561,131334,2,low,0,Medium,High,619500,Regular,1.5,619.5
170,F,Ship,4,3,161,3,medium,F,28,1809,1,1,Average,Low,0,84,12,452.25,7,4,0,0.5904501472444258,0.5975609756097561,50652,3,medium,0,Light,Medium,291249,Regular,2.0,452.25
171,A,Ship,4,3,185,3,medium,F,10,2263,1,1,Average,Low,0,30,12,565.75,7,4,0,0.5904501472444258,0.5975609756097561,22630,3,medium,0,Medium,Low,418655,Regular,2.0,565.75
172,B,Ship,4,4,176,4,high,F,52,1096,1,1,Standard,Low,0,208,16,274.0,8,4,0,0.6497890295358649,0.5975609756097561,56992,4,high,0,Light,High,192896,Regular,2.5,274.0
173,C,Ship,3,4,148,3,low,M,56,1550,1,1,Standard,Low,1,224,12,516.6666666666666,6,4,-1,0.5927883707759108,0.5975609756097561,86800,4,low,0,Light,High,229400,Regular,2.5,387.5
174,F,Ship,3,2,270,3,low,F,63,2751,1,1,Low,Low,0,126,6,917.0,6,4,-1,0.5927883707759108,0.5975609756097561,173313,2,low,0,Medium,High,742770,Regular,1.5,687.75
175,D,Ship,3,3,242,3,low,F,51,3935,1,1,Average,Low,0,153,9,1311.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,200685,3,low,0,Medium,High,952270,Regular,2.0,983.75
176,F,Ship,4,4,150,2,medium,M,3,1285,1,1,Standard,Very Low,1,12,16,321.25,6,4,0,0.5904501472444258,0.5975609756097561,3855,4,medium,0,Light,Low,192750,New,2.5,321.25
177,A,Ship,4,5,192,3,high,M,20,3872,1,1,High,Low,1,100,20,968.0,7,4,0,0.6497890295358649,0.5975609756097561,77440,5,high,1,Medium,Medium,743424,Regular,3.0,968.0
178,B,Ship,4,5,116,3,medium,M,54,1314,1,1,High,Low,1,270,20,328.5,7,4,0,0.5904501472444258,0.5975609756097561,70956,5,medium,0,Light,High,152424,Regular,3.0,328.5
179,C,Ship,3,3,192,3,medium,F,2,3995,1,1,Average,Low,0,6,9,1331.6666666666667,6,4,-1,0.5904501472444258,0.5975609756097561,7990,3,medium,0,Medium,Low,767040,Regular,2.0,998.75
180,F,Ship,5,5,255,4,medium,M,3,3440,1,1,High,Low,1,15,25,688.0,9,4,1,0.5904501472444258,0.5975609756097561,10320,5,medium,0,Medium,Low,877200,Regular,3.0,860.0
181,D,Ship,4,1,161,7,medium,F,18,1294,1,1,VeryLow,Medium,0,18,4,323.5,11,4,0,0.5904501472444258,0.5975609756097561,23292,1,medium,0,Light,Medium,208334,Frequent,1.0,323.5
182,F,Ship,4,5,157,3,low,M,20,1487,1,1,High,Low,1,100,20,371.75,7,4,0,0.5927883707759108,0.5975609756097561,29740,5,low,0,Light,Medium,233459,Regular,3.0,371.75
183,A,Ship,3,2,164,10,high,F,28,1940,1,1,Low,Medium,0,56,6,646.6666666666666,13,4,-1,0.6497890295358649,0.5975609756097561,54320,2,high,0,Light,Medium,318160,Frequent,1.5,485.0
184,B,Ship,3,5,162,7,medium,F,16,1052,1,1,High,Medium,0,80,15,350.6666666666667,10,4,-1,0.5904501472444258,0.5975609756097561,16832,5,medium,0,Light,Medium,170424,Frequent,3.0,263.0
185,C,Ship,3,3,146,2,low,M,50,1486,1,1,Average,Very Low,1,150,9,495.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,74300,3,low,0,Light,High,216956,New,2.0,371.5
186,F,Ship,3,2,209,3,medium,M,54,3001,1,1,Low,Low,1,108,6,1000.3333333333334,6,4,-1,0.5904501472444258,0.5975609756097561,162054,2,medium,0,Medium,High,627209,Regular,1.5,750.25
187,D,Ship,5,4,134,2,medium,F,55,1386,1,1,Standard,Very Low,0,220,20,277.2,7,4,1,0.5904501472444258,0.5975609756097561,76230,4,medium,0,Light,High,185724,New,2.5,346.5
188,F,Ship,2,1,222,2,medium,M,5,3778,1,1,VeryLow,Very Low,1,5,2,1889.0,4,4,-2,0.5904501472444258,0.5975609756097561,18890,1,medium,0,Medium,Low,838716,New,1.0,944.5
189,A,Ship,2,5,139,3,low,F,27,1233,1,1,High,Low,0,135,10,616.5,5,4,-2,0.5927883707759108,0.5975609756097561,33291,5,low,0,Light,Medium,171387,Regular,3.0,308.25
190,B,Ship,2,4,134,3,low,F,42,1415,1,1,Standard,Low,0,168,8,707.5,5,4,-2,0.5927883707759108,0.5975609756097561,59430,4,low,0,Light,High,189610,Regular,2.5,353.75
191,C,Ship,2,5,130,3,low,M,16,1092,1,1,High,Low,1,80,10,546.0,5,4,-2,0.5927883707759108,0.5975609756097561,17472,5,low,0,Light,Medium,141960,Regular,3.0,273.0
192,F,Ship,2,5,133,3,low,F,62,1596,1,1,High,Low,0,310,10,798.0,5,4,-2,0.5927883707759108,0.5975609756097561,98952,5,low,0,Light,High,212268,Regular,3.0,399.0
193,D,Ship,2,4,140,3,low,F,7,1411,1,1,Standard,Low,0,28,8,705.5,5,4,-2,0.5927883707759108,0.5975609756097561,9877,4,low,0,Light,Low,197540,Regular,2.5,352.75
194,F,Ship,2,2,158,3,low,M,28,1968,1,1,Low,Low,1,56,4,984.0,5,4,-2,0.5927883707759108,0.5975609756097561,55104,2,low,0,Light,Medium,310944,Regular,1.5,492.0
195,A,Ship,4,2,270,4,low,F,46,1736,1,1,Low,Low,0,92,8,434.0,8,4,0,0.5927883707759108,0.5975609756097561,79856,2,low,0,Light,High,468720,Regular,1.5,434.0
196,B,Ship,2,5,140,3,low,F,30,1030,1,1,High,Low,0,150,10,515.0,5,4,-2,0.5927883707759108,0.5975609756097561,30900,5,low,0,Light,Medium,144200,Regular,3.0,257.5
197,C,Ship,2,2,135,3,low,M,15,1339,1,1,Low,Low,1,30,4,669.5,5,4,-2,0.5927883707759108,0.5975609756097561,20085,2,low,0,Light,Medium,180765,Regular,1.5,334.75
198,F,Ship,2,3,136,3,low,F,19,1568,1,1,Average,Low,0,57,6,784.0,5,4,-2,0.5927883707759108,0.5975609756097561,29792,3,low,0,Light,Medium,213248,Regular,2.0,392.0
199,D,Ship,2,3,142,3,medium,F,38,7640,1,1,Average,Low,0,114,6,3820.0,5,4,-2,0.5904501472444258,0.5975609756097561,290320,3,medium,0,Heavy,High,1084880,Regular,2.0,1910.0
200,F,Ship,2,2,154,3,medium,M,38,7846,1,1,Low,Low,1,76,4,3923.0,5,4,-2,0.5904501472444258,0.5975609756097561,298148,2,medium,0,Heavy,High,1208284,Regular,1.5,1961.5
201,A,Ship,2,3,139,3,low,M,9,1471,1,1,Average,Low,1,27,6,735.5,5,4,-2,0.5927883707759108,0.5975609756097561,13239,3,low,0,Light,Low,204469,Regular,2.0,367.75
202,B,Ship,2,3,160,3,low,F,43,1251,1,1,Average,Low,0,129,6,625.5,5,4,-2,0.5927883707759108,0.5975609756097561,53793,3,low,0,Light,High,200160,Regular,2.0,312.75
203,C,Ship,2,4,134,3,low,M,58,1067,1,1,Standard,Low,1,232,8,533.5,5,4,-2,0.5927883707759108,0.5975609756097561,61886,4,low,0,Light,High,142978,Regular,2.5,266.75
204,F,Ship,5,3,161,5,high,M,48,1883,1,1,Average,Low,1,144,15,376.6,10,4,1,0.6497890295358649,0.5975609756097561,90384,3,high,0,Light,High,303163,Regular,2.0,470.75
205,D,Ship,2,5,155,3,low,M,23,1602,1,1,High,Low,1,115,10,801.0,5,4,-2,0.5927883707759108,0.5975609756097561,36846,5,low,0,Light,Medium,248310,Regular,3.0,400.5
206,F,Ship,2,3,145,3,medium,F,24,7588,1,1,Average,Low,0,72,6,3794.0,5,4,-2,0.5904501472444258,0.5975609756097561,182112,3,medium,0,Heavy,Medium,1100260,Regular,2.0,1897.0
207,A,Ship,2,2,157,3,low,M,1,1477,1,1,Low,Low,1,2,4,738.5,5,4,-2,0.5927883707759108,0.5975609756097561,1477,2,low,0,Light,Low,231889,Regular,1.5,369.25
208,B,Ship,2,2,160,3,low,M,48,1691,1,1,Low,Low,1,96,4,845.5,5,4,-2,0.5927883707759108,0.5975609756097561,81168,2,low,0,Light,High,270560,Regular,1.5,422.75
209,C,Ship,2,4,152,3,low,M,55,1498,1,1,Standard,Low,1,220,8,749.0,5,4,-2,0.5927883707759108,0.5975609756097561,82390,4,low,0,Light,High,227696,Regular,2.5,374.5
210,F,Ship,2,5,148,3,high,F,11,1502,1,1,High,Low,0,55,10,751.0,5,4,-2,0.6497890295358649,0.5975609756097561,16522,5,high,1,Light,Medium,222296,Regular,3.0,375.5
211,D,Ship,2,1,127,3,low,F,15,1522,1,1,VeryLow,Low,0,15,2,761.0,5,4,-2,0.5927883707759108,0.5975609756097561,22830,1,low,0,Light,Medium,193294,Regular,1.0,380.5
212,F,Ship,2,5,154,3,low,F,21,1113,1,1,High,Low,0,105,10,556.5,5,4,-2,0.5927883707759108,0.5975609756097561,23373,5,low,0,Light,Medium,171402,Regular,3.0,278.25
213,A,Ship,2,5,127,3,low,M,44,1341,1,1,High,Low,1,220,10,670.5,5,4,-2,0.5927883707759108,0.5975609756097561,59004,5,low,0,Light,High,170307,Regular,3.0,335.25
214,B,Ship,2,5,160,3,medium,F,31,7401,1,1,High,Low,0,155,10,3700.5,5,4,-2,0.5904501472444258,0.5975609756097561,229431,5,medium,0,Heavy,High,1184160,Regular,3.0,1850.25
215,C,Ship,2,4,129,3,low,F,48,1219,1,1,Standard,Low,0,192,8,609.5,5,4,-2,0.5927883707759108,0.5975609756097561,58512,4,low,0,Light,High,157251,Regular,2.5,304.75
216,F,Ship,2,5,158,3,low,F,40,1722,1,1,High,Low,0,200,10,861.0,5,4,-2,0.5927883707759108,0.5975609756097561,68880,5,low,0,Light,High,272076,Regular,3.0,430.5
217,D,Ship,4,3,185,3,medium,M,3,3131,1,1,Average,Low,1,9,12,782.75,7,4,0,0.5904501472444258,0.5975609756097561,9393,3,medium,0,Medium,Low,579235,Regular,2.0,782.75
218,F,Ship,4,4,176,4,high,F,63,1293,1,1,Standard,Low,0,252,16,323.25,8,4,0,0.6497890295358649,0.5975609756097561,81459,4,high,0,Light,High,227568,Regular,2.5,323.25
219,A,Ship,3,4,148,3,low,M,37,1523,1,1,Standard,Low,1,148,12,507.6666666666667,6,4,-1,0.5927883707759108,0.5975609756097561,56351,4,low,0,Light,High,225404,Regular,2.5,380.75
220,B,Ship,3,5,270,3,low,M,60,3885,1,1,High,Low,1,300,15,1295.0,6,4,-1,0.5927883707759108,0.5975609756097561,233100,5,low,0,Medium,High,1048950,Regular,3.0,971.25
221,C,Ship,3,4,242,3,low,M,29,2381,1,1,Standard,Low,1,116,12,793.6666666666666,6,4,-1,0.5927883707759108,0.5975609756097561,69049,4,low,0,Medium,Medium,576202,Regular,2.5,595.25
222,F,Ship,4,3,150,2,medium,M,31,1588,1,1,Average,Very Low,1,93,12,397.0,6,4,0,0.5904501472444258,0.5975609756097561,49228,3,medium,0,Light,High,238200,New,2.0,397.0
223,D,Ship,4,2,192,3,high,M,4,2061,1,1,Low,Low,1,8,8,515.25,7,4,0,0.6497890295358649,0.5975609756097561,8244,2,high,0,Medium,Low,395712,Regular,1.5,515.25
224,F,Ship,4,5,116,3,medium,F,9,1314,1,1,High,Low,0,45,20,328.5,7,4,0,0.5904501472444258,0.5975609756097561,11826,5,medium,0,Light,Low,152424,Regular,3.0,328.5
225,A,Ship,3,4,192,3,medium,F,31,3331,1,1,Standard,Low,0,124,12,1110.3333333333333,6,4,-1,0.5904501472444258,0.5975609756097561,103261,4,medium,0,Medium,High,639552,Regular,2.5,832.75
226,B,Ship,5,4,255,4,medium,F,38,2771,1,1,Standard,Low,0,152,20,554.2,9,4,1,0.5904501472444258,0.5975609756097561,105298,4,medium,0,Medium,High,706605,Regular,2.5,692.75
227,C,Ship,4,3,161,7,medium,M,63,1496,1,1,Average,Medium,1,189,12,374.0,11,4,0,0.5904501472444258,0.5975609756097561,94248,3,medium,0,Light,High,240856,Frequent,2.0,374.0
228,F,Ship,4,2,157,3,low,F,48,1393,1,1,Low,Low,0,96,8,348.25,7,4,0,0.5927883707759108,0.5975609756097561,66864,2,low,0,Light,High,218701,Regular,1.5,348.25
229,D,Ship,3,2,164,10,high,M,14,1375,1,1,Low,Medium,1,28,6,458.3333333333333,13,4,-1,0.6497890295358649,0.5975609756097561,19250,2,high,0,Light,Medium,225500,Frequent,1.5,343.75
230,F,Ship,3,3,162,7,medium,F,42,1278,1,1,Average,Medium,0,126,9,426.0,10,4,-1,0.5904501472444258,0.5975609756097561,53676,3,medium,0,Light,High,207036,Frequent,2.0,319.5
231,A,Ship,3,1,146,2,low,F,54,1528,1,1,VeryLow,Very Low,0,54,3,509.3333333333333,5,4,-1,0.5927883707759108,0.5975609756097561,82512,1,low,0,Light,High,223088,New,1.0,382.0
232,B,Ship,3,4,209,3,medium,F,60,2240,1,1,Standard,Low,0,240,12,746.6666666666666,6,4,-1,0.5904501472444258,0.5975609756097561,134400,4,medium,0,Medium,High,468160,Regular,2.5,560.0
233,C,Ship,5,5,134,2,medium,M,53,1088,1,1,High,Very Low,1,265,25,217.6,7,4,1,0.5904501472444258,0.5975609756097561,57664,5,medium,0,Light,High,145792,New,3.0,272.0
234,F,Ship,2,1,222,2,medium,M,58,3626,1,1,VeryLow,Very Low,1,58,2,1813.0,4,4,-2,0.5904501472444258,0.5975609756097561,210308,1,medium,0,Medium,High,804972,New,1.0,906.5
235,D,Ship,2,1,139,3,low,F,39,1582,1,1,VeryLow,Low,0,39,2,791.0,5,4,-2,0.5927883707759108,0.5975609756097561,61698,1,low,0,Light,High,219898,Regular,1.0,395.5
236,F,Ship,2,2,134,3,low,M,38,1352,1,1,Low,Low,1,76,4,676.0,5,4,-2,0.5927883707759108,0.5975609756097561,51376,2,low,0,Light,High,181168,Regular,1.5,338.0
237,A,Ship,2,3,130,3,low,F,48,1801,1,1,Average,Low,0,144,6,900.5,5,4,-2,0.5927883707759108,0.5975609756097561,86448,3,low,0,Light,High,234130,Regular,2.0,450.25
238,B,Ship,2,2,133,3,low,M,5,1268,1,1,Low,Low,1,10,4,634.0,5,4,-2,0.5927883707759108,0.5975609756097561,6340,2,low,0,Light,Low,168644,Regular,1.5,317.0
239,C,Ship,2,3,140,3,low,F,23,1372,1,1,Average,Low,0,69,6,686.0,5,4,-2,0.5927883707759108,0.5975609756097561,31556,3,low,0,Light,Medium,192080,Regular,2.0,343.0
240,F,Ship,2,3,158,3,low,M,10,1515,1,1,Average,Low,1,30,6,757.5,5,4,-2,0.5927883707759108,0.5975609756097561,15150,3,low,0,Light,Low,239370,Regular,2.0,378.75
241,D,Ship,4,5,270,4,low,M,65,1818,1,1,High,Low,1,325,20,454.5,8,4,0,0.5927883707759108,0.5975609756097561,118170,5,low,0,Light,High,490860,Regular,3.0,454.5
242,F,Ship,2,4,140,3,low,F,33,1278,1,1,Standard,Low,0,132,8,639.0,5,4,-2,0.5927883707759108,0.5975609756097561,42174,4,low,0,Light,High,178920,Regular,2.5,319.5
243,A,Ship,2,2,135,3,low,M,58,1734,1,1,Low,Low,1,116,4,867.0,5,4,-2,0.5927883707759108,0.5975609756097561,100572,2,low,0,Light,High,234090,Regular,1.5,433.5
244,B,Ship,2,4,136,3,low,M,43,1958,1,1,Standard,Low,1,172,8,979.0,5,4,-2,0.5927883707759108,0.5975609756097561,84194,4,low,0,Light,High,266288,Regular,2.5,489.5
245,C,Ship,2,1,142,3,medium,F,8,6064,1,1,VeryLow,Low,0,8,2,3032.0,5,4,-2,0.5904501472444258,0.5975609756097561,48512,1,medium,0,Heavy,Low,861088,Regular,1.0,1516.0
246,F,Ship,2,4,154,3,medium,F,48,7684,1,1,Standard,Low,0,192,8,3842.0,5,4,-2,0.5904501472444258,0.5975609756097561,368832,4,medium,0,Heavy,High,1183336,Regular,2.5,1921.0
247,D,Ship,2,3,139,3,low,F,3,1788,1,1,Average,Low,0,9,6,894.0,5,4,-2,0.5927883707759108,0.5975609756097561,5364,3,low,0,Light,Low,248532,Regular,2.0,447.0
248,F,Road,2,4,160,3,low,F,50,1030,1,3,Standard,Low,0,200,8,515.0,5,6,-4,0.5927883707759108,0.5880681818181818,51500,4,low,0,Light,High,164800,Regular,2.5,171.66666666666666
249,A,Road,2,2,134,3,low,F,38,1530,1,3,Low,Low,0,76,4,765.0,5,6,-4,0.5927883707759108,0.5880681818181818,58140,2,low,0,Light,High,205020,Regular,1.5,255.0
250,B,Road,5,5,161,5,high,F,54,1511,1,3,High,Low,0,270,25,302.2,10,6,-1,0.6497890295358649,0.5880681818181818,81594,5,high,1,Light,High,243271,Regular,3.0,251.83333333333334
251,C,Road,2,3,155,3,low,F,45,1639,1,3,Average,Low,0,135,6,819.5,5,6,-4,0.5927883707759108,0.5880681818181818,73755,3,low,0,Light,High,254045,Regular,2.0,273.1666666666667
252,F,Road,2,2,145,3,medium,F,5,6102,1,3,Low,Low,0,10,4,3051.0,5,6,-4,0.5904501472444258,0.5880681818181818,30510,2,medium,0,Heavy,Low,884790,Regular,1.5,1017.0
253,D,Road,2,1,157,3,low,M,58,1930,1,3,VeryLow,Low,1,58,2,965.0,5,6,-4,0.5927883707759108,0.5880681818181818,111940,1,low,0,Light,High,303010,Regular,1.0,321.6666666666667
254,F,Road,2,5,160,3,low,F,19,1399,1,3,High,Low,0,95,10,699.5,5,6,-4,0.5927883707759108,0.5880681818181818,26581,5,low,0,Light,Medium,223840,Regular,3.0,233.16666666666666
255,A,Road,2,2,152,3,low,F,61,1800,1,3,Low,Low,0,122,4,900.0,5,6,-4,0.5927883707759108,0.5880681818181818,109800,2,low,0,Light,High,273600,Regular,1.5,300.0
256,B,Road,2,2,148,3,high,F,35,1349,1,3,Low,Low,0,70,4,674.5,5,6,-4,0.6497890295358649,0.5880681818181818,47215,2,high,0,Light,High,199652,Regular,1.5,224.83333333333334
257,C,Road,2,2,127,3,low,M,13,1128,1,3,Low,Low,1,26,4,564.0,5,6,-4,0.5927883707759108,0.5880681818181818,14664,2,low,0,Light,Medium,143256,Regular,1.5,188.0
258,F,Road,2,2,129,3,medium,F,22,6614,1,3,Low,Low,0,44,4,3307.0,5,6,-4,0.5904501472444258,0.5880681818181818,145508,2,medium,0,Heavy,Medium,853206,Regular,1.5,1102.3333333333333
259,D,Road,2,3,158,3,low,F,13,1245,1,3,Average,Low,0,39,6,622.5,5,6,-4,0.5927883707759108,0.5880681818181818,16185,3,low,0,Light,Medium,196710,Regular,2.0,207.5
260,F,Road,2,4,147,3,low,M,5,1920,1,3,Standard,Low,1,20,8,960.0,5,6,-4,0.5927883707759108,0.5880681818181818,9600,4,low,0,Light,Low,282240,Regular,2.5,320.0
261,A,Road,2,5,159,3,low,F,49,1621,1,3,High,Low,0,245,10,810.5,5,6,-4,0.5927883707759108,0.5880681818181818,79429,5,low,0,Light,High,257739,Regular,3.0,270.1666666666667
262,B,Road,2,3,151,3,low,F,23,1930,1,3,Average,Low,0,69,6,965.0,5,6,-4,0.5927883707759108,0.5880681818181818,44390,3,low,0,Light,Medium,291430,Regular,2.0,321.6666666666667
